,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,Study room,Servant room,Store room,pooja room,others,furnishing_type,luxury_score
3623,house,international city by sobha phase 2,sector 109,8.75,24306.0,3600.0,Plot area 400(334.45 sq.m.),5,5,3,3.0,North-East,Undefined,,3600.0,,1,1,1,1,0,2,153
3624,house,Independent,sector 26,23.0,25556.0,9000.0,Plot area 1000(836.13 sq.m.),4,4,3,2.0,South-West,Relatively New,,9000.0,,1,1,1,1,0,2,145
3625,house,Independent,sector 25,6.5,36111.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,North-East,Moderately Old,,1800.0,,1,1,1,1,0,0,61
3627,house,Independent,sector 23,5.5,21825.0,2520.0,Plot area 280(234.12 sq.m.),8,8,2,3.0,East,Moderately Old,,2520.0,,1,1,0,1,0,2,76
3629,house,satya the legend,sector 57,9.25,16577.0,5580.0,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5,5,3,4.0,North-East,Relatively New,,630.0,620.0,1,1,1,1,0,2,160
3630,house,Independent,sector 23,5.65,17706.0,3191.0,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7,7,3,2.0,West,Moderately Old,,5000.0,4000.0,0,1,0,1,0,0,68
3631,house,Independent,sector 43,7.85,29074.0,2700.0,Plot area 300(250.84 sq.m.),9,9,3,3.0,West,Relatively New,,2700.0,,1,1,0,1,1,1,49
3632,house,Independent,sector 26,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),5,5,3,2.0,North-East,Relatively New,,4518.0,,1,1,0,1,1,1,49
3633,house,Independent,sector 26,19.0,42222.0,4500.0,Plot area 500(418.06 sq.m.),6,8,3,3.0,East,Moderately Old,,4500.0,,1,1,1,1,0,2,103
3634,house,Independent,sector 54,5.5,38194.0,1440.0,Plot area 160(133.78 sq.m.),18,18,3,4.0,South-West,Relatively New,,1440.0,,0,1,0,0,0,1,70
3636,house,vipul tatvam villa,sector 48,8.25,38194.0,2160.0,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),4,4,3,3.0,North-East,Relatively New,,300.0,240.0,0,1,1,0,0,2,160
3637,house,dlf city plots,sector 26,16.0,37778.0,4235.0,Plot area 500(418.06 sq.m.),4,4,3,1.0,NotAvailable,Relatively New,,500.0,,1,0,1,1,0,0,7
3638,house,suncity township,sector 54,25.0,31111.0,8036.0,Plot area 1000(836.13 sq.m.),4,4,3,2.0,North,Moderately Old,,1000.0,,1,1,1,1,0,0,0
3644,house,Independent,sector 43,9.85,29638.0,3323.0,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Undefined,,418.0,,1,1,0,1,0,0,21
3645,house,Independent,sector 39,15.0,33333.0,4500.0,Plot area 500(418.06 sq.m.),5,5,3,4.0,NotAvailable,Moderately Old,,4500.0,,0,1,0,0,0,2,27
3648,house,sushant lok 1 builder floors,sector 43,13.0,48148.0,2700.0,Plot area 300(250.84 sq.m.),3,3,3,4.0,North,Undefined,,2700.0,,0,0,0,1,0,2,7
3649,house,emaar mgf marbella,sector 66,15.1,18605.0,8116.0,Plot area 754,5,5,3,3.0,East,Undefined,,8067.799999999999,,1,1,1,1,0,0,120
3650,house,emaar mgf marbella,sector 66,9.01,16066.0,5608.0,Plot area 521,4,4,3,3.0,North-East,Relatively New,,5574.7,,0,1,1,0,0,0,122
3651,house,emaar mgf marbella,sector 66,18.0,55556.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3,3.0,East,Moderately Old,,3240.0,,1,1,0,1,0,1,75
3652,house,Independent,sector 40,12.0,38986.0,3078.0,Plot area 342(285.96 sq.m.),16,16,3,4.0,NotAvailable,Undefined,,3078.0,,1,1,1,1,0,2,0
3654,house,unitech uniworld resorts,sector 33,8.0,11428.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,3,2.0,West,Undefined,,7000.0,,1,1,1,1,0,0,77
3655,house,vipul tatvam villa,sector 48,5.75,22184.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 280 sq.yards (234.12 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),4,4,2,2.0,West,Moderately Old,,280.0,250.0,0,1,0,0,0,0,30
3656,house,unitech espace,sector 50,9.8,30247.0,3240.0,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4,4,3,2.0,North-West,Moderately Old,,300.0,280.0,0,1,0,0,0,0,22
3658,house,emaar mgf marbella,sector 66,19.0,31666.0,6000.0,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3,3.0,North-East,Relatively New,,,6000.0,0,1,1,1,0,2,110
3660,house,unitech nirvana birch court,sector 50,7.1,283333.0,251.0,Plot area 240(22.3 sq.m.),3,3,3,1.0,East,Moderately Old,,240.0,,0,1,0,0,0,0,49
3662,house,Independent,sector 43,9.5,42222.0,2250.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3,2.0,North-East,Relatively New,,300.0,250.0,0,1,0,1,0,2,88
3663,house,Independent,sector 25,16.0,59259.0,2700.0,Plot area 350(292.64 sq.m.)Built Up area: 325 sq.yards (271.74 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),16,16,3,4.0,West,Undefined,,325.0,300.0,1,1,1,1,0,2,72
3664,house,Independent,sector 27,8.25,45833.0,1800.0,Plot area 210(175.59 sq.m.)Built Up area: 205 sq.yards (171.41 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),12,12,3,4.0,East,Undefined,,205.0,200.0,0,1,0,1,0,2,40
3668,house,tata primanti,sector 72,8.6,12285.0,7000.0,Built Up area: 7000 (650.32 sq.m.),4,5,3,3.0,NotAvailable,Relatively New,,7000.0,,0,0,0,0,0,2,30
3669,house,unitech uniworld resorts,sector 33,9.55,19293.0,4950.0,Plot area 550(459.87 sq.m.),6,7,3,2.0,East,Relatively New,,4950.0,,1,1,1,1,0,2,126
3671,house,unitech uniworld resorts,sector 33,9.5,173992.0,546.0,Plot area 546(50.73 sq.m.),6,6,3,3.0,North-East,Moderately Old,,546.0,,0,0,0,0,0,2,40
3675,house,international city by sobha phase 1,sector 109,6.0,9634.0,6228.0,Plot area 692(578.6 sq.m.),4,5,3,2.0,North-East,Moderately Old,,6228.0,,0,0,0,0,0,0,76
3676,house,ansals palam vihar,sector 2,9.0,19231.0,4680.0,Plot area 520(434.79 sq.m.),5,5,2,2.0,North,Undefined,,4680.0,,1,1,1,1,0,1,110
3678,house,Independent,sector 26,9.0,33333.0,2700.0,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Undefined,,2700.0,,1,1,1,1,0,1,110
3683,house,Independent,sector 26,18.25,18250.0,10000.0,Plot area 550(51.1 sq.m.)Carpet area: 10000 sq.ft. (929.03 sq.m.),7,9,3,4.0,East,Relatively New,,,10000.0,1,1,1,1,0,2,77
3685,house,sushant lok 1 builder floors,sector 43,6.25,30728.0,2034.0,Plot area 226(188.96 sq.m.),7,7,3,3.0,North,Moderately Old,,2034.0,,1,1,1,0,0,0,46
3686,house,dlf city plots phase 2,sector 25,6.3,35000.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,East,Undefined,,1800.0,,0,1,1,0,0,0,89
3687,house,dlf city phase 1,sector 26,5.5,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,East,Moderately Old,,1800.0,,0,0,1,1,0,0,49
3688,house,Independent,sector 28,11.75,41315.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3,4.0,East,Relatively New,,2844.0,,1,1,1,0,0,2,54
3690,house,unitech escape,sector 50,10.8,60000.0,1800.0,Plot area 290(242.48 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,4,3,2.0,North,Relatively New,,250.0,200.0,1,1,1,1,0,2,103
3691,house,vipul tatvam villa,sector 48,6.4,24691.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2.0,North,Relatively New,,240.0,200.0,1,1,1,0,0,2,148
3693,house,Independent,sector 48,5.5,23504.0,2340.0,Plot area 260(217.39 sq.m.),4,4,2,2.0,North,Relatively New,,2340.0,,0,1,0,0,0,2,22
3698,house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3,3.0,North-East,Moderately Old,,9000.0,,1,1,1,1,0,1,74
3701,house,Independent,sector 26,17.0,37627.0,4518.0,Plot area 502(419.74 sq.m.),5,5,3,2.0,North-East,Relatively New,,4518.0,,1,1,1,1,0,2,124
3702,house,emaar mgf marbella,sector 66,9.0,21251.0,4235.0,Plot area 5605(520.72 sq.m.)Built Up area: 5200 sq.ft. (483.1 sq.m.)Carpet area: 4235 sq.ft. (393.44 sq.m.),4,4,3,,South-West,Relatively New,,5200.0,4235.0,0,1,1,1,0,2,114
3704,house,the laburnum,sector 43,11.0,27160.0,4050.0,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5,6,3,3.0,East,Undefined,,360.0,350.0,0,1,0,1,0,2,160
3705,house,Independent,sector 25,11.0,35530.0,3096.0,Plot area 344(287.63 sq.m.),5,5,3,2.0,NotAvailable,Relatively New,,3096.0,,1,1,1,1,0,0,29
3710,house,Independent,sector 24,6.5,22855.0,2844.0,Plot area 316(264.22 sq.m.),4,4,2,2.0,NotAvailable,Undefined,,2844.0,,0,0,0,1,0,0,35
3711,house,unitech espace,sector 50,11.0,40741.0,2700.0,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,4,3,2.0,North,Moderately Old,,361.0,300.0,0,1,0,0,0,2,88
3712,house,unitech espace,sector 50,7.5,34722.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3,3,2,2.0,West,Moderately Old,,241.0,240.0,0,1,0,0,0,2,66
3713,house,Independent,sector 25,9.9,29333.0,3375.0,Plot area 375(313.55 sq.m.),5,5,2,2.0,South-East,Moderately Old,,3375.0,,0,0,0,1,0,2,106
3714,house,uppal southend,sector 49,6.75,32328.0,2088.0,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Relatively New,,232.0,,0,1,0,0,0,2,26
3715,house,uppal southend,sector 49,6.75,290948.0,232.0,Plot area 232(21.55 sq.m.),12,12,3,,West,Moderately Old,,232.0,,1,1,0,1,1,2,49
3717,house,Independent,sector 14,6.4,20317.0,3150.0,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),6,6,3,3.0,North,Undefined,,349.0,348.0,0,0,0,0,1,0,35
3720,house,Independent,sector 14,7.5,16600.0,4518.0,Plot area 502(419.74 sq.m.),3,3,2,1.0,West,Undefined,,4518.0,,1,1,0,1,0,2,27
3721,house,vipul tatvam villa,sector 48,5.5,21219.0,2592.0,Plot area 288(240.8 sq.m.),3,6,2,2.0,North,Moderately Old,,2592.0,,0,1,0,0,1,2,106
3722,house,vipul tatvam villa,sector 48,7.65,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4,4,3,2.0,North-East,Moderately Old,,4000.0,,1,1,0,0,1,0,49
3724,house,ss aaron ville,sector 49,6.75,15000.0,4500.0,Built Up area: 4500 (418.06 sq.m.),5,4,2,2.0,North,Undefined,,4500.0,,0,0,0,0,1,0,49
3725,house,Independent,sector 25,10.0,37037.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5,5,3,3.0,East,Moderately Old,,9500.0,9000.0,0,1,0,1,0,1,29
3726,house,Independent,sector 17b,8.5,18814.0,4518.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,Undefined,,500.0,400.0,1,1,0,1,0,2,21
3727,house,uppal southend,sector 49,6.75,32328.0,2088.0,Plot area 232(193.98 sq.m.),12,12,3,3.0,North,Moderately Old,,2088.0,,1,1,0,1,1,2,49
3728,house,Independent,sector 17,9.5,23457.0,4050.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 450 sq.yards (376.26 sq.m.),8,8,3,3.0,West,Relatively New,,500.0,450.0,1,0,0,0,0,2,27
3729,house,Independent,sector 14,5.5,16975.0,3240.0,Plot area 360(301.01 sq.m.)Built Up area: 355 sq.yards (296.83 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,4,2,2.0,East,Undefined,,355.0,300.0,1,0,0,0,0,0,27
3730,house,Independent,sector 14,6.46,18889.0,3420.0,Plot area 380(317.73 sq.m.)Built Up area: 380 sq.yards (317.73 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5,5,2,3.0,East,Moderately Old,,380.0,300.0,1,1,0,1,0,2,27
3731,house,godrej meridien,sector 106,5.6,14000.0,4000.0,Plot area 4000(371.61 sq.m.),5,4,3,33.0,North-East,New Property,,4000.0,,1,1,1,1,0,0,151
3732,house,Independent,sector 28,10.5,32407.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3,3.0,NotAvailable,Undefined,,3240.0,,1,1,0,1,0,2,153
3733,house,Independent,sector 57,8.0,266666.0,300.0,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively New,,300.0,,1,1,0,1,0,0,21
3734,house,international city by sobha phase 2,sector 109,6.44,26502.0,2430.0,Plot area 270(225.75 sq.m.),4,5,3,3.0,North-East,Undefined,,2430.0,,1,1,1,1,0,0,138
3735,house,Independent,sector 56,7.5,23148.0,3240.0,Plot area 360(301.01 sq.m.),8,8,3,3.0,North-East,Relatively New,,3240.0,,1,1,0,1,0,1,42
3736,house,unitech aspen greens,sector 50,7.0,32407.0,2160.0,Plot area 240(200.67 sq.m.),4,4,2,2.0,East,Undefined,,2160.0,,0,1,0,0,0,0,29
3737,house,Independent,sector 28,11.0,33951.0,3240.0,Plot area 360(301.01 sq.m.),13,13,3,3.0,East,Relatively New,,3240.0,,1,1,0,1,0,1,122
3738,house,ss aaron ville,sector 49,6.5,18808.0,3456.0,Plot area 384(321.07 sq.m.),5,5,2,2.0,North-East,Relatively New,,3456.0,,1,1,0,1,0,2,28
3739,house,unitech nirvana birch court,sector 50,6.8,31481.0,2160.0,Plot area 240(200.67 sq.m.),4,4,3,2.0,South-East,Undefined,,2160.0,,1,1,0,1,0,0,105
3740,house,international city by sobha phase 1,sector 109,6.75,10838.0,6228.0,Plot area 692(578.6 sq.m.),4,4,3,2.0,North-East,Undefined,,6228.0,,0,1,0,1,0,0,130
3742,house,vipul tatvam villa,sector 48,7.8,23148.0,3370.0,Plot area 360(301.01 sq.m.),4,4,3,2.0,North-East,Relatively New,,3240.0,,1,1,1,1,0,2,145
3743,house,international city by sobha phase 2,sector 109,6.5,12037.0,5400.0,Plot area 5400(501.68 sq.m.),4,4,3,1.0,North-East,Undefined,,5400.0,,0,1,0,0,0,2,160
3744,house,unitech uniworld resorts,sector 33,8.5,17820.0,4770.0,Plot area 530(443.15 sq.m.),5,5,3,3.0,North,Undefined,,4770.0,,1,1,1,1,0,2,145
3750,house,unitech uniworld resorts,sector 33,11.5,24573.0,4680.0,Plot area 520(434.79 sq.m.),5,6,3,4.0,East,Relatively New,,4680.0,,0,1,0,0,0,0,84
3752,house,nirvana cedar crest,sector 50,7.1,32870.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),5,4,3,2.0,East,Moderately Old,,239.0,238.0,1,0,1,1,0,2,110
3753,house,nul,sector 25,9.5,33404.0,2844.0,Plot area 316(264.22 sq.m.),9,9,3,3.0,North-West,Undefined,,2844.0,,0,0,0,0,1,0,81
3754,house,unitech uniworld resorts,sector 33,11.75,23240.0,5056.0,Plot area 502(419.74 sq.m.),5,7,3,3.0,East,Relatively New,,502.0,,0,1,0,0,0,0,80
3757,house,nul,sector 28,12.5,51440.0,2430.0,Plot area 270(225.75 sq.m.),16,17,3,4.0,South,Relatively New,,2430.0,,1,1,0,1,1,1,137
3758,house,unitech uniworld resorts,sector 33,11.0,26667.0,4125.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,NotAvailable,Undefined,,500.0,,1,1,0,0,0,0,58
3760,house,unitech espace,sector 50,7.45,34491.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4,4,3,3.0,NotAvailable,Undefined,,4500.0,4000.0,0,1,0,0,0,2,59
3761,house,unitech espace,sector 50,7.42,34351.0,2160.0,Plot area 2160(200.67 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.),4,4,3,2.0,West,Undefined,,3200.0,,0,0,0,0,0,2,88
3762,house,dlf city phase 1,sector 26,9.25,47803.0,1935.0,Plot area 1935(179.77 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),12,12,3,4.0,North-East,Undefined,,7000.0,,0,1,0,1,0,2,43
3764,house,Independent,sector 47,6.09,33665.0,1809.0,Plot area 201(168.06 sq.m.)Built Up area: 180 sq.yards (150.5 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),12,11,3,4.0,West,Moderately Old,,180.0,150.0,0,0,0,1,0,1,44
3774,house,Independent,sector 46,5.65,23870.0,2367.0,Plot area 263(219.9 sq.m.),8,6,3,3.0,South-West,Moderately Old,,2367.0,,0,1,0,0,0,2,67
3779,house,dlf city phase 1,sector 26,5.5,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,North-East,Moderately Old,,1800.0,,1,1,0,1,0,0,69
