property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,Study room,Servant room,Store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,Independent,sector 105,0.7,5833.0,1200.0,Built Up area: 1200 (111.48 sq.m.),3,2,2,1.0,NotAvailable,Undefined,,1200.0,,0,0,0,0,0,0,0,400.0
house,Independent,sector 7,1.16,11694.0,992.0,Plot area 992(92.16 sq.m.)Carpet area: 992 sq.ft. (92.16 sq.m.),2,4,2,3.0,North-East,Moderately Old,,,992.0,0,0,0,0,1,0,39,496.0
house,Independent,sector 25,16.0,26667.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,East,Relatively New,,6000.0,,0,0,0,0,0,0,0,1000.0
house,suncity essel towers,sector 28,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),5,6,3,4.0,NotAvailable,Moderately Old,,5000.0,,0,0,0,0,0,0,0,1000.0
house,Independent,sector 43,14.0,39886.0,3510.0,Plot area 390(326.09 sq.m.),9,9,3,4.0,North,Moderately Old,,3510.0,,0,1,0,0,0,0,7,390.0
house,Independent,sector 7,1.35,4545.0,2970.0,Built Up area: 330 (30.66 sq.m.),4,5,0,3.0,NotAvailable,Undefined,,330.0,,0,0,0,0,0,0,0,742.5
house,Independent,sector 50,13.2,27155.0,4861.0,Built Up area: 4861 (451.6 sq.m.),6,6,0,2.0,NotAvailable,Undefined,,4861.0,,0,0,0,0,0,0,0,810.1666666666666
house,anamika enclave,sector 12,6.0,14493.0,4140.0,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9,9,3,3.0,North-West,Undefined,,9000.0,,0,0,0,0,0,0,9,460.0
house,Independent,sector 4,1.1,11111.0,990.0,Built Up area: 990 (91.97 sq.m.),3,4,1,2.0,North,Undefined,,990.0,,0,0,0,0,0,0,0,330.0
house,Independent,sector 37d,2.5,13158.0,1900.0,Plot area 1900(176.52 sq.m.),5,5,3,2.0,NotAvailable,Relatively New,,1900.0,,0,0,0,0,0,0,0,380.0
house,Independent,sector 7,0.53,5889.0,900.0,Built Up area: 900 (83.61 sq.m.),2,2,0,1.0,NotAvailable,Undefined,,900.0,,0,0,0,0,0,0,0,450.0
house,Independent,sector 7,2.0,11111.0,1800.0,Plot area 200(167.23 sq.m.),2,2,1,2.0,NotAvailable,Relatively New,,1800.0,,0,0,0,0,0,0,0,900.0
house,Independent,sector 56,8.0,9654.0,8287.0,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10,10,3,4.0,NotAvailable,Relatively New,,8286.0,,1,1,0,1,0,1,107,828.7
house,Independent,sector 13,0.45,4808.0,936.0,Built Up area: 936 (86.96 sq.m.),1,1,0,1.0,NotAvailable,Undefined,,936.0,,0,0,0,0,0,0,0,936.0
house,Independent,vishnu garden,0.37,8222.0,450.0,Plot area 450(41.81 sq.m.),2,2,1,1.0,NotAvailable,Moderately Old,,450.0,,0,0,0,0,1,0,0,225.0
house,Independent,bhondsi,1.35,3857.0,3500.0,Plot area 3500(325.16 sq.m.),10,6,3,3.0,NotAvailable,Undefined,,3500.0,,0,0,0,0,0,0,0,350.0
house,Independent,sector 105,0.5,5556.0,900.0,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,NotAvailable,Undefined,,100.0,,0,0,0,0,0,0,0,450.0
house,Independent,arjun nagar,0.62,11273.0,550.0,Built Up area: 550 (51.1 sq.m.),3,1,0,2.0,NotAvailable,Undefined,,550.0,,0,0,0,0,0,0,0,183.33333333333334
house,Independent,sector 25,8.0,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,NotAvailable,Undefined,,,10000.0,0,0,0,0,0,0,0,3333.3333333333335
house,Independent,sector 92,1.8,7627.0,2360.0,Built Up area: 2360 (219.25 sq.m.),4,5,0,13.0,NotAvailable,Undefined,,2360.0,,0,0,0,0,0,0,0,590.0
house,Independent,sector 108,1.7,5667.0,3000.0,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),4,4,3,1.0,North-East,Undefined,,3000.0,2600.0,0,0,0,0,0,0,0,750.0
house,Independent,sector 3 phase 3 extension,0.55,5000.0,1100.0,Built Up area: 1100 (102.19 sq.m.),2,1,0,1.0,NotAvailable,Undefined,,1100.0,,0,0,0,0,0,0,0,550.0
house,Independent,sector 3 phase 3 extension,1.5,5000.0,3000.0,Built Up area: 3000 (278.71 sq.m.),6,1,0,1.0,NotAvailable,Undefined,,3000.0,,0,0,0,0,0,0,0,500.0
house,Independent,sector 109,1.55,6568.0,2360.0,Built Up area: 2360 (219.25 sq.m.),3,2,0,1.0,NotAvailable,Undefined,,2360.0,,0,0,0,0,0,0,0,786.6666666666666
house,Independent,sector 4,0.65,11111.0,585.0,Plot area 65(54.35 sq.m.),4,2,2,,NotAvailable,Moderately Old,,585.0,,0,0,0,0,0,0,0,146.25
house,Independent,arjun nagar,1.6,3186.0,5022.0,Plot area 62(51.84 sq.m.),4,6,1,3.0,NotAvailable,Relatively New,,558.0,,0,0,0,0,0,0,0,1255.5
house,Independent,sector 7,0.95,21111.0,450.0,Plot area 450(41.81 sq.m.),2,1,1,3.0,NotAvailable,Undefined,,450.0,,0,0,0,0,0,0,15,225.0
house,vatika sovereign next,sector 82a,3.85,7500.0,5133.0,Built Up area: 5140 (477.52 sq.m.),5,6,3,6.0,NotAvailable,Undefined,,5140.0,,0,0,0,0,0,0,53,1026.6
house,Independent,sector 6,0.66,10784.0,612.0,Plot area 612(56.86 sq.m.),3,2,1,2.0,NotAvailable,Undefined,,612.0,,0,0,0,0,0,0,36,204.0
house,Independent,sector 13,1.5,10519.0,1426.0,Plot area 1426(132.48 sq.m.),2,2,2,3.0,South-West,Undefined,,1426.0,,1,0,0,1,0,0,7,713.0
house,Independent,sector 17a,1.52,19869.0,765.0,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),2,2,1,1.0,South-East,Undefined,,105.0,,0,0,0,0,0,0,22,382.5
house,Independent,new sector 2,1.0,8795.0,1137.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,2,1.0,North,Undefined,,120.0,100.0,0,0,0,1,0,0,0,379.0
house,Independent,sector 4,0.85,7522.0,1130.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,NotAvailable,Undefined,,1130.0,,0,0,0,0,0,0,0,376.6666666666667
house,Independent,sector 7,0.45,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),3,2,0,1.0,NotAvailable,Undefined,,,900.0,0,0,0,0,0,0,0,300.0
house,Independent,sector 39,5.15,14071.0,3660.0,Built Up area: 340,5,5,0,1.0,NotAvailable,Relatively New,,340.0,,0,0,0,0,0,0,0,732.0
house,sector 14 rwa,sector 14,6.5,26000.0,2500.0,Plot area 2500(232.26 sq.m.),5,5,0,4.0,NotAvailable,Moderately Old,,2500.0,,0,0,0,0,0,0,0,500.0
house,iffco nagar and 17b rwa,sector 17,3.5,24306.0,1440.0,Plot area 1440(133.78 sq.m.),2,5,3,3.0,East,Undefined,,1440.0,,0,0,0,0,0,0,44,720.0
house,Independent,sector 25,13.5,19286.0,7000.0,Built Up area: 7000 (650.32 sq.m.),9,9,0,1.0,East,Relatively New,,7000.0,,0,0,0,0,0,0,0,777.7777777777778
house,Independent,sector 2,5.7,22637.0,2518.0,Plot area 270(225.75 sq.m.),9,9,3,3.0,North-East,Moderately Old,,2430.0,,0,0,0,1,0,2,0,279.77777777777777
house,ansal sushant lok plots,sector 43,3.3,26570.0,1242.0,Plot area 138(115.39 sq.m.),1,1,0,,NotAvailable,Under Construction,,1242.0,,0,0,0,0,0,0,0,1242.0
house,Independent,sector 7,1.75,11111.0,1575.0,Plot area 1575(146.32 sq.m.),4,2,2,2.0,NotAvailable,Undefined,,1575.0,,0,0,0,0,1,0,31,393.75
house,bhim garh kheri,sector 3,0.75,6410.0,1170.0,Plot area 130(108.7 sq.m.),4,2,2,2.0,West,Undefined,,1170.0,,0,0,0,0,0,0,16,292.5
house,Independent,sector 12,3.5,14787.0,2367.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8,8,3,3.0,South-East,Relatively New,,4800.0,4400.0,1,1,0,1,0,1,77,295.875
house,Independent,sector 3,0.92,15257.0,603.0,Built Up area: 603 (56.02 sq.m.),4,1,0,1.0,NotAvailable,Undefined,,603.0,,0,0,0,0,0,0,0,150.75
house,Independent,sector 4,1.1,6111.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3,2.0,West,Undefined,,1800.0,,0,0,0,0,0,0,7,450.0
house,surendra homes dayaIndependentd colony,sector 6,0.75,15625.0,480.0,Built Up area: 480 (44.59 sq.m.),4,4,2,1.0,NotAvailable,Undefined,,480.0,,0,0,0,0,0,0,0,120.0
house,Independent,sector 4,1.25,8681.0,1440.0,Built Up area: 160 (14.86 sq.m.),2,3,0,1.0,NotAvailable,Undefined,,160.0,,0,0,0,0,0,0,0,720.0
house,Independent,sector 10a,4.25,17955.0,2367.0,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,2,1.0,North-East,Undefined,,2367.0,1800.0,0,0,0,0,0,0,0,591.75
house,Independent,sector 3,0.37,7923.0,467.0,Built Up area: 480 (44.59 sq.m.),1,1,1,1.0,NotAvailable,Relatively New,,480.0,,0,0,0,0,0,0,0,467.0
house,dlf the grove,sector 54,5.7,23457.0,2430.0,Built Up area: 270 (25.08 sq.m.),4,4,0,1.0,NotAvailable,Undefined,,270.0,,0,0,0,0,0,0,46,607.5
house,Independent,sector 70a,2.1,3889.0,5400.0,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,NotAvailable,Undefined,,,600.0,0,0,0,0,0,0,0,1800.0
house,Independent,sohna road road,1.2,22305.0,538.0,Plot area 50,1,4,3,4.0,West,Undefined,,535.0,,0,0,0,0,0,0,8,538.0
house,Independent,sector 28,4.5,13889.0,3240.0,Built Up area: 360 (33.45 sq.m.),4,4,0,4.0,NotAvailable,Undefined,,360.0,,0,0,0,0,0,0,0,810.0
house,Independent,sector 17,3.0,11111.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,NotAvailable,Undefined,,,2700.0,0,0,0,0,0,0,0,675.0
house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4,6,3,3.0,North,Undefined,,3240.0,,0,1,0,1,1,0,49,810.0
house,Independent,sector 12,6.0,35088.0,1710.0,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,6,2,2.0,North-East,Undefined,,,1600.0,0,0,0,0,0,0,0,427.5
house,Independent,arjun nagar,0.82,10224.0,802.0,Carpet area: 802 (74.51 sq.m.),2,4,0,2.0,NotAvailable,Undefined,,,802.0,0,0,0,0,0,0,0,401.0
house,Independent,sector 105,1.15,3285.0,3501.0,Carpet area: 3500 (325.16 sq.m.),3,2,1,1.0,NotAvailable,Undefined,,,3500.0,0,0,0,0,0,0,0,1167.0
house,ansal api esencia,sector 67,1.85,8222.0,2250.0,Carpet area: 250 (23.23 sq.m.),3,3,3,1.0,NotAvailable,Undefined,,,250.0,0,0,0,0,0,0,49,750.0
house,aIndependentt raj estates,sector 63a,8.5,27139.0,3132.0,Plot area 348(290.97 sq.m.),6,6,3,3.0,East,Under Construction,,3132.0,,0,0,1,1,0,0,29,522.0
house,Independent,sector 43,5.75,23663.0,2430.0,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4,4,2,4.0,North,Undefined,,260.0,220.0,0,1,1,0,0,1,153,607.5
house,Independent,sector 53,4.65,17574.0,2646.0,Plot area 294(245.82 sq.m.),5,5,3,1.0,NotAvailable,Moderately Old,,2646.0,,0,0,0,0,0,2,0,529.2
house,Independent,devilal colony,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),3,3,1,2.0,NotAvailable,Relatively New,,558.0,,0,0,0,0,0,0,0,186.0
house,Independent,sector 13,4.5,9091.0,4950.0,Plot area 550(459.87 sq.m.),4,5,2,2.0,East,Undefined,,4950.0,,0,0,0,0,0,0,0,1237.5
house,Independent,sector 4,0.6,11696.0,513.0,Plot area 57(5.3 sq.m.),3,3,1,2.0,NotAvailable,Undefined,,57.0,,0,0,0,0,1,0,0,171.0
house,hero homes,sector 104,1.95,21196.0,920.0,Plot area 920(85.47 sq.m.),3,5,3,2.0,NotAvailable,Moderately Old,,920.0,,0,0,0,0,0,0,64,306.6666666666667
house,ganpati heights apartment,sector 13,1.25,12077.0,1035.0,Plot area 115(7692.86 sq.m.),3,6,2,3.0,South-East,Undefined,,115.0,,0,0,0,0,1,0,7,345.0
house,international city by sobha phase 1,sector 109,6.1,25103.0,2430.0,Plot area 270(225.75 sq.m.),5,6,3,2.0,NotAvailable,Moderately Old,,2430.0,,0,1,0,0,0,0,30,486.0
house,Independent,manesar,2.0,14959.0,1337.0,Plot area 1337.4(124.25 sq.m.),3,1,0,3.0,North,Moderately Old,,1337.4,,0,0,0,0,0,0,16,445.6666666666667
house,housing board colony,saraswati vihar,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),2,8,3,4.0,South-East,Moderately Old,,900.0,,0,0,0,0,1,2,38,450.0
house,smart world gems,sector 89,1.25,8784.0,1423.0,Built Up area: 1423 (132.2 sq.m.),3,3,2,1.0,NotAvailable,Undefined,,1423.0,,1,0,0,0,1,0,45,474.3333333333333
house,unitech espace,sector 50,11.5,35494.0,3240.0,Built Up area: 3240 (301.01 sq.m.),5,6,0,1.0,North-West,Undefined,,3240.0,,0,0,0,0,0,0,0,648.0
house,Independent,sector 13,0.9,11465.0,785.0,Plot area 785(72.93 sq.m.),2,4,3,3.0,North-West,Moderately Old,,785.0,,1,1,0,1,1,0,0,392.5
house,not applicable,sector 4,0.75,11719.0,640.0,Plot area 640(59.46 sq.m.),2,4,3,2.0,NotAvailable,Moderately Old,,640.0,,0,0,0,0,0,0,0,320.0
house,Independent,sector 105,1.3,11556.0,1125.0,Plot area 1125(104.52 sq.m.),3,3,1,2.0,North,Moderately Old,,1125.0,,0,0,0,0,0,0,16,375.0
house,shree krishna homes,sector 104,0.48,5556.0,864.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,1,1.0,North-East,Undefined,,795.0,720.0,1,0,0,1,1,0,44,432.0
house,Independent,sector 3,0.68,3875.0,1755.0,Built Up area: 1755 (163.04 sq.m.),5,3,0,1.0,NotAvailable,Undefined,,1755.0,,0,0,0,0,0,0,0,351.0
house,bhim garh kheri,sector 3,1.5,7576.0,1980.0,Plot area 220(183.95 sq.m.),7,2,0,1.0,NotAvailable,Undefined,,1980.0,,0,0,0,0,0,0,0,282.85714285714283
house,Independent,sector 105,1.3,11556.0,1125.0,Built Up area: 1125 (104.52 sq.m.),3,3,1,1.0,East,Undefined,,1125.0,,0,0,0,0,0,0,0,375.0
house,Independent,devilal colony,0.6,10753.0,558.0,Plot area 62(51.84 sq.m.),2,2,1,1.0,North-East,Moderately Old,,558.0,,0,0,0,0,0,0,8,279.0
house,sector 14 rwa,sector 14,6.5,20635.0,3150.0,Plot area 350(292.64 sq.m.),4,4,3,2.0,NotAvailable,Moderately Old,,3150.0,,0,0,0,0,0,0,0,787.5
house,Independent,sector 15,1.07,11889.0,900.0,Plot area 900(83.61 sq.m.),2,2,1,1.0,NotAvailable,Undefined,,900.0,,0,1,0,0,0,0,7,450.0
house,Independent,sector 11,2.1,17284.0,1215.0,Plot area 135(112.88 sq.m.),2,6,3,3.0,NotAvailable,Relatively New,,1215.0,,0,0,0,0,0,0,14,607.5
house,Independent,sector 31,4.6,32258.0,1426.0,Built Up area: 1426 (132.48 sq.m.)Carpet area: 1069 sq.ft. (99.31 sq.m.),2,2,2,2.0,East,Undefined,,1426.0,1069.0,0,0,0,0,0,0,0,713.0
house,Independent,sector 3 phase 2,1.0,11111.0,900.0,Plot area 900(83.61 sq.m.),3,4,2,2.0,NotAvailable,Relatively New,,900.0,,0,0,0,0,0,0,0,300.0
house,tulip yellow,sector 69,2.95,16389.0,1800.0,Plot area 200(167.23 sq.m.),4,3,2,3.0,North,Undefined,,1800.0,,0,0,0,1,1,1,111,450.0
house,huda housing board colony,sector 31,4.6,31507.0,1460.0,Plot area 1460(135.64 sq.m.),2,4,3,3.0,East,Undefined,,1460.0,,0,0,0,0,1,0,8,730.0
house,Independent,ravi nagar,0.35,9722.0,360.0,Plot area 40(33.45 sq.m.),2,2,1,2.0,South-East,Undefined,,360.0,,0,0,0,0,0,0,0,180.0
house,Independent,sector 24,10.0,25543.0,3915.0,Carpet area: 435 (40.41 sq.m.),8,10,3,1.0,West,Undefined,,,435.0,0,0,0,0,0,0,0,489.375
house,ansal celebrity homes,sector 2,5.2,10000.0,5200.0,Built Up area: 5200 (483.1 sq.m.)Carpet area: 4000 sq.ft. (371.61 sq.m.),4,5,2,1.0,NotAvailable,Undefined,,5200.0,4000.0,0,0,0,0,0,0,0,1300.0
house,Independent,sector 4,0.4,8889.0,450.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,NotAvailable,Moderately Old,,450.0,,0,0,0,0,0,0,0,450.0
house,shri shyam residency,sector 104,0.62,12400.0,500.0,Plot area 500(46.45 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),3,3,1,2.0,NotAvailable,Moderately Old,,900.0,480.0,0,0,0,0,1,1,8,166.66666666666666
house,Independent,sector 4,0.5,9259.0,540.0,Plot area 540(50.17 sq.m.),2,3,2,3.0,West,Undefined,,540.0,,0,0,0,0,0,0,0,270.0
house,Independent,sector 4,0.92,15257.0,603.0,Plot area 67(56.02 sq.m.),1,4,3,4.0,East,Moderately Old,,603.0,,0,0,0,0,1,0,0,603.0
house,Independent,sector 17,3.5,24306.0,1440.0,Built Up area: 160 (14.86 sq.m.),2,6,3,3.0,North-West,Undefined,,160.0,,0,0,0,0,0,0,0,720.0
house,not applicable,sector 4,0.8,6088.0,1314.0,Plot area 146(13.56 sq.m.),5,4,3,3.0,NotAvailable,Under Construction,,146.0,,0,0,0,0,0,0,0,262.8
house,Independent,sohna road,1.5,14245.0,1053.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,Undefined,,1053.0,,1,0,0,1,0,2,69,526.5
house,Independent,sector 103,2.25,6367.0,3534.0,Built Up area: 3534 (328.32 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,5,3,10.0,South,Undefined,,3534.0,2000.0,0,0,0,0,0,0,0,1178.0
house,Independent,sector 25,13.5,37313.0,3618.0,Plot area 402(336.12 sq.m.),5,6,3,4.0,North-East,Undefined,,3618.0,,0,0,0,0,1,2,79,723.6
house,mian wali,sector 12,1.7,9444.0,1800.0,Plot area 1800(167.23 sq.m.),1,1,1,1.0,NotAvailable,Undefined,,1800.0,,0,1,0,0,0,0,7,1800.0
house,Independent,sector 7,0.45,5000.0,900.0,Plot area 900(83.61 sq.m.),3,2,1,2.0,North-West,Undefined,,900.0,,0,0,0,0,1,0,12,300.0
house,Independent,sector 105,1.2,10118.0,1186.0,Plot area 1185.51(110.14 sq.m.),3,2,1,2.0,North-West,Undefined,,1185.51,,0,0,0,0,0,0,9,395.3333333333333
house,Independent,sector 15,1.8,10000.0,1800.0,Plot area 200(167.23 sq.m.),4,3,1,1.0,North-East,Undefined,,1800.0,,0,0,0,0,0,0,16,450.0
house,Independent,sector 67,1.5,8641.0,1736.0,Carpet area: 180 (150.5 sq.m.),5,3,2,2.0,NotAvailable,Undefined,,,180.0,0,0,0,0,0,0,0,347.2
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,540.0,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),2,2,0,1.0,North-East,Undefined,,,540.0,0,0,0,0,0,0,0,270.0
house,Independent,sector 3,0.55,6707.0,820.0,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,1,2.0,South-East,Moderately Old,,810.0,715.0,0,0,0,0,0,0,0,410.0
house,not applicable,sector 4,0.4,9259.0,432.0,Plot area 432(40.13 sq.m.),1,1,1,1.0,NotAvailable,Moderately Old,,432.0,,0,0,0,0,0,0,0,432.0
house,Independent,sector 67,3.0,11905.0,2520.0,Carpet area: 2520 (234.12 sq.m.),4,4,0,3.0,North-East,Undefined,,,2520.0,0,0,0,0,0,0,0,630.0
house,row house,sector 105,0.43,9130.0,471.0,Plot area 52(43.48 sq.m.)Built Up area: 1050 sq.yards (877.93 sq.m.),3,3,3,2.0,NotAvailable,Relatively New,,1050.0,,0,0,0,0,0,0,0,157.0
house,Independent,arjun nagar,0.32,7111.0,450.0,Built Up area: 450 (41.81 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,3,1,1.0,North-East,Relatively New,,450.0,300.0,0,0,0,0,0,0,0,225.0
house,Independent,sector 4,0.47,8007.0,587.0,Plot area 624(57.97 sq.m.),2,1,1,1.0,East,Moderately Old,,624.0,,0,0,1,0,0,0,0,293.5
house,ardee city,sector 52,5.5,20370.0,2700.0,Plot area 300(27.87 sq.m.),9,9,3,3.0,South,Moderately Old,,300.0,,0,1,0,1,1,2,26,300.0
house,madan puri,sector 7,0.75,12500.0,600.0,Plot area 600(55.74 sq.m.),3,5,3,3.0,South-East,Moderately Old,,600.0,,0,0,0,0,0,0,0,200.0
house,indiabulls centrum park,sector 103,3.25,8125.0,4000.0,Plot area 4000(371.61 sq.m.),4,3,3,20.0,NotAvailable,Undefined,,4000.0,,0,0,0,0,0,0,51,1000.0
house,huda flats,sector 7,2.3,17037.0,1350.0,Plot area 150(125.42 sq.m.),5,3,3,3.0,North-East,Undefined,,1350.0,,1,1,0,1,0,0,27,270.0
house,Independent,sector 13,1.5,11538.0,1300.0,Plot area 1300(120.77 sq.m.),2,7,3,4.0,East,Moderately Old,,1300.0,,0,0,0,0,0,0,0,650.0
house,Independent,sector 12,1.35,12217.0,1105.0,Plot area 150(125.42 sq.m.)Built Up area: 2052 sq.yards (1715.73 sq.m.),2,5,1,3.0,NotAvailable,Undefined,,2052.0,,0,0,0,0,0,0,31,552.5
house,Independent,sector 6,1.25,11574.0,1080.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),2,5,1,2.0,South,Undefined,,120.0,,0,0,0,1,0,0,0,540.0
house,dlf city plots phase 3,sector 24,1.44,2963.0,4860.0,Plot area 60(50.17 sq.m.),4,2,2,1.0,NotAvailable,Undefined,,540.0,,0,0,0,0,0,0,8,1215.0
house,naman residency,sector 4,0.5,11111.0,450.0,Plot area 450(41.81 sq.m.),2,2,2,2.0,West,Undefined,,450.0,,1,1,0,1,1,0,14,225.0
house,Independent,sector 2,1.0,8230.0,1215.0,Plot area 135(112.88 sq.m.),3,7,3,3.0,North,Moderately Old,,1215.0,,0,0,0,1,0,0,0,405.0
house,Independent,sector 23,5.5,13095.0,4200.0,Plot area 4200(390.19 sq.m.),9,9,3,3.0,South,Moderately Old,,4200.0,,0,1,0,0,1,2,0,466.6666666666667
house,housing board colony,saraswati vihar,5.5,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,3,3,2.0,North,Undefined,,1800.0,,0,0,0,1,1,2,22,450.0
house,Independent,sector 4,0.8,11852.0,675.0,Plot area 75(62.71 sq.m.),2,3,1,2.0,NotAvailable,Moderately Old,,675.0,,0,0,0,0,0,0,0,337.5
house,Independent,sector 11,0.9,10000.0,900.0,Plot area 900(83.61 sq.m.),2,4,3,4.0,NotAvailable,Moderately Old,,900.0,,0,0,0,0,0,0,7,450.0
house,Independent,sector 47,4.3,29312.0,1467.0,Plot area 163(136.29 sq.m.),3,4,2,2.0,NotAvailable,Moderately Old,,1467.0,,0,0,0,0,1,0,0,489.0
house,sai kripa floors 5,sector 11,0.9,11250.0,800.0,Plot area 800(74.32 sq.m.),2,5,3,3.0,NotAvailable,Relatively New,,800.0,,0,0,0,0,0,0,0,400.0
house,Independent,sector 24,3.25,30374.0,1070.0,Plot area 1069.63(99.37 sq.m.),4,4,3,3.0,NotAvailable,Undefined,,1069.63,,0,0,0,0,0,0,15,267.5
house,Independent,sector 12,3.71,19818.0,1872.0,Plot area 208(173.91 sq.m.),3,3,1,4.0,NotAvailable,Moderately Old,,1872.0,,0,0,0,1,0,0,0,624.0
house,dlf city plot phase 4,sector 28,13.0,17931.0,7250.0,Carpet area: 7250 (6061.92 sq.m.),10,10,3,1.0,NotAvailable,Undefined,,,7250.0,0,0,0,0,0,0,0,725.0
house,Independent,sector 2,0.4,7619.0,525.0,Carpet area: 525 (48.77 sq.m.),2,2,1,1.0,NotAvailable,Relatively New,,,525.0,0,0,0,0,0,0,0,262.5
house,Independent,sector 105,0.55,10913.0,504.0,Built Up area: 56 (5.2 sq.m.),2,4,0,2.0,NotAvailable,Undefined,,56.0,,0,0,0,0,0,0,0,252.0
house,rattan garden,sector 7,1.3,13499.0,963.0,Built Up area: 963 (89.47 sq.m.),2,3,2,3.0,NotAvailable,Undefined,,963.0,,0,0,0,0,0,0,0,481.5
house,signature global city 92,sector 92,0.75,7821.0,959.0,Built Up area: 959 (89.09 sq.m.),2,2,3,1.0,NotAvailable,Undefined,,959.0,,0,0,0,0,0,0,46,479.5
house,Independent,sohna road,1.55,14720.0,1053.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,New Property,,1053.0,,1,0,0,1,0,2,49,526.5
house,Independent,sector 11,4.0,19753.0,2025.0,Built Up area: 225 (188.13 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5,4,1,2.0,North-East,Undefined,,225.0,180.0,0,0,0,0,0,0,0,405.0
house,Independent,sector 105,0.38,8444.0,450.0,Carpet area: 50 (4.65 sq.m.),2,2,2,1.0,NotAvailable,Undefined,,,50.0,0,0,0,0,0,0,0,225.0
house,unitech escape,sector 50,12.0,37037.0,3240.0,Carpet area: 360 (301.01 sq.m.),5,6,3,3.0,East,Undefined,,,360.0,0,0,0,0,0,0,66,648.0
house,Independent,sector 8,0.45,9000.0,500.0,Carpet area: 500 (46.45 sq.m.),1,1,1,3.0,East,Undefined,,,500.0,0,0,0,0,0,0,0,500.0
house,Independent,sector 11,1.2,4444.0,2700.0,Built Up area: 300 (250.84 sq.m.),7,3,0,3.0,NotAvailable,Undefined,,300.0,,0,0,0,0,0,0,0,385.7142857142857
house,bhim nagar society,sector 6,0.4,2500.0,1600.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4,2,2,1.0,East,Undefined,,1600.0,800.0,0,0,0,0,0,0,0,400.0
house,Independent,sector 3 phase 3 extension,1.0,6667.0,1500.0,Built Up area: 1500 (139.35 sq.m.),1,1,0,1.0,NotAvailable,Undefined,,1500.0,,0,0,0,0,0,0,0,1500.0
house,Independent,sector 4,0.7,6648.0,1053.0,Built Up area: 117 (97.83 sq.m.),3,3,0,1.0,NotAvailable,Undefined,,117.0,,0,0,0,0,0,0,0,351.0
house,shivaji nagar residential,sector 11,3.08,11407.0,2700.0,Built Up area: 2700 (250.84 sq.m.),6,4,2,1.0,NotAvailable,Undefined,,2700.0,,0,0,0,0,0,0,0,450.0
